ID,Month,age,gender,targetset,accuracy,rt_mean,P_no,P_rt,M_no,M_rt,P1_no,P1_rt,P234_no,P234_rt,M1_no,M1_rt,M234_no,M234_rt,PV_no,PV_rt,PA_no,PA_rt,MV_no,MV_rt,MA_no,MA_rt,MAV_no,MAV_rt,V2A_no,V2A_rt,A2V_no,A2V_rt,V2V_no,V2V_rt,A2A_no,A2A_rt,PV2A_no,PV2A_rt,PA2V_no,PA2V_rt,MV2A_no,MV2A_rt,MA2V_no,MA2V_rt,PV2V_no,PV2V_rt,PA2A_no,PA2A_rt,MV2V_no,MV2V_rt,MA2A_no,MA2A_rt,P_Rr_no,P_Rr_rt,P_Rs_no,P_Rs_rt,M_Rr_no,M_Rr_rt,M_Rs_no,M_Rs_rt,T1V_no,T1V_rt,T1A_no,T1A_rt,T2V_no,T2V_rt,T2A_no,T2A_rt
M15,78,6,F,1,0.9527,0.93342,32,0.9359,63,0.92997,9,0.91506,23,0.94248,15,0.88697,48,0.94493,17,0.95115,15,0.92591,27,0.86315,27,1.0722,9,0.70624,10,0.87749,14,0.92554,14,0.82149,14,1.011,6,0.81374,5,0.83987,4,0.97053,9,0.97672,5,0.88313,5,0.99784,9,0.78503,9,1.0357,10,0.93248,13,0.94925,21,0.90449,27,0.98408,9,1.0916,7,1.1052,8,0.77715,7,1.106
M16,83,6,F,1,0.94595,1.2054,31,1.1595,56,1.237,8,0.83786,23,1.2581,13,1.3072,43,1.2163,17,0.83847,14,1.5191,23,1.0441,26,1.5349,7,0.79587,10,1.2314,11,1.0153,12,0.71465,13,1.7076,4,1.3351,6,0.8547,6,1.1748,5,1.2115,6,0.73415,4,1.8107,6,0.69624,9,1.6493,9,1.2173,14,1.297,17,0.96643,26,1.384,8,0.88315,6,1.8469,9,0.79585,6,1.8292
M17,81,6,M,1,0.9527,1.0876,30,1.0622,64,1.0991,10,1.1794,20,1.0104,16,1.1138,48,1.0953,16,0.98754,14,1.153,27,1.0328,28,1.2107,9,0.9659,12,1.1968,13,0.95295,16,0.91652,11,1.0494,6,1.2083,4,0.99871,6,1.1834,9,0.93568,5,0.79176,3,0.98656,11,0.97097,8,1.0779,9,0.95201,11,1.0523,22,0.982,26,1.1927,10,0.98221,7,1.1795,6,1.0003,7,1.1867
M18,77,6,M,1,0.9527,1.036,27,0.9194,60,1.0898,7,1.2279,20,0.80878,16,1.1439,44,1.0641,14,1.0934,13,0.72525,27,1.1261,26,1.0897,7,0.97508,9,0.74229,16,0.87933,11,1.456,9,0.84842,3,0.75013,7,0.74295,6,0.7414,9,0.97069,3,2.0445,3,0.77091,8,1.2412,6,0.88352,9,0.94418,11,0.69926,18,0.97128,26,1.1274,6,1.7881,5,0.88767,8,0.59405,5,0.89364
M19,72,6,M,2,0.96622,1.4971,27,1.3665,61,1.5554,9,1.7321,18,1.1894,14,1.6172,47,1.5423,17,1.3067,10,1.458,26,1.5063,25,1.7696,10,1.1777,9,1.5611,7,1.165,13,1.201,11,1.5388,5,1.654,3,1.0501,4,1.4508,4,1.2544,5,0.85856,1,1.3734,8,1.4139,10,1.5587,6,1.0037,12,1.273,18,1.4157,29,1.6267,9,1.7827,4,2.1021,8,0.78115,4,2.0897
M20,72,6,M,2,0.93919,1.747,27,1.6108,57,1.811,7,1.6354,20,1.6029,13,1.9159,44,1.7779,13,1.728,14,1.4937,26,1.8244,22,1.8456,9,1.6985,9,1.9096,7,1.9466,16,1.7883,12,1.5526,2,1.5785,1,1.7635,7,1.9838,6,1.9851,8,1.8347,7,1.3934,8,1.7284,5,1.8167,10,1.7451,10,1.4486,19,1.6885,25,1.8472,5,1.8239,7,1.5469,8,1.6829,7,1.5432
M21,81,6,M,1,0.95946,1.0735,32,1.1456,62,1.0358,9,1.1899,23,1.1287,15,0.87815,47,1.0879,17,1.1243,15,1.1726,27,1.0498,26,1.1214,9,0.7376,10,1.1592,14,1.1507,14,0.91729,13,1.0723,6,1.3771,5,1.1637,4,0.83556,9,1.1494,5,1.1248,5,1.0536,9,0.80731,8,1.0892,10,1.0969,13,1.1504,21,0.99928,26,1.1578,9,1.2158,7,1.4555,8,1.0233,7,1.4493
M22,83,6,M,2,0.9527,1.1464,28,1.1057,60,1.1644,8,1.0086,20,1.1409,13,1.2591,47,1.138,16,0.89068,12,1.3871,26,0.93017,27,1.5055,7,0.7384,7,1.6442,11,0.94453,15,0.90795,13,1.5117,4,1.4792,3,0.89423,3,1.9004,8,0.95604,7,0.84561,6,1.4828,8,0.95689,7,1.5278,10,1.2247,10,1.0641,18,1.0221,29,1.213,8,0.95119,4,2.092,8,0.83115,4,2.09
M23,81,6,F,2,0.97297,1.1443,30,1.2068,60,1.1076,8,1.2977,22,1.1708,13,1.0947,47,1.1155,17,1.236,13,1.1675,25,1.0088,28,1.2467,7,0.93253,10,1.184,11,1.1114,13,1.1202,14,1.2677,3,0.95161,6,1.142,7,1.2823,5,1.0526,6,1.2443,4,1.3424,7,1.0183,10,1.2347,8,1.1812,14,1.1689,20,1.0398,27,1.1705,8,1.3127,5,1.2293,9,1.1575,5,1.227
M24,78,6,F,1,0.95946,1.1144,30,1.1368,64,1.0992,9,1.3444,21,1.0571,16,0.99592,48,1.1323,16,1.3298,14,0.91405,27,0.99121,29,1.2092,8,1.0699,13,1.0906,13,1.2295,16,1.0236,11,0.86797,6,0.84709,4,2.111,7,1.2902,9,0.82582,5,1.212,3,0.74697,11,0.94429,8,0.91621,9,1.337,12,0.85477,23,1.0032,25,1.2517,9,1.7584,7,0.97732,7,0.82124,7,0.99113
M25,79,6,M,1,0.88514,1.0487,30,1.1082,61,1.0265,8,1.0001,22,1.1421,16,1.3268,45,0.91563,17,1.1089,13,1.0935,28,1.0313,26,1.0822,7,0.78319,9,1.4186,16,1.1837,13,1.0067,9,1.0811,3,2.0381,7,1.4216,6,1.1139,9,0.98338,5,1.0057,3,0.53979,8,0.9987,6,1.3464,10,1.3664,12,0.94634,19,0.91241,26,0.92386,9,1.5097,5,1.5556,8,0.65143,5,1.5435
Y01,53,4,F,2,0.84459,1.6464,23,1.2985,54,1.8029,8,0.95779,15,1.4795,11,2.0918,43,1.731,13,1.1694,10,1.4864,22,1.846,23,1.7842,9,1.7058,7,1.7903,10,1.4069,12,1.6403,11,1.6529,3,1.6026,3,0.94689,4,1.8982,7,1.6044,4,1.3996,3,1.0844,8,1.769,8,1.8674,6,1.0114,9,1.7846,21,1.7894,22,1.6535,8,1.1034,2,1.9123,5,1.2913,2,1.9123
Y02,52,4,M,1,0.87162,2.2069,22,2.3146,57,2.1651,6,2.0322,16,2.4202,14,2.5052,43,2.0523,10,2.4464,12,2.1948,25,2.0547,23,2.2851,9,2.1633,9,2.4372,13,2.2426,10,2.1917,13,2.2568,5,2.5997,4,1.8593,4,2.24,9,2.4057,3,2.9648,5,2.0343,7,1.8558,8,2.4025,8,2.1067,8,2.7541,19,2.0221,24,2.0709,3,3.5375,4,2.8436,7,1.9773,4,2.8405
Y03,58,4,M,2,0.87162,0.99262,22,1.2506,62,0.90856,7,1.0171,15,1.3458,14,0.77572,48,0.94656,14,1.4009,8,0.96205,26,0.9396,27,0.97467,9,0.6116,7,1.0532,13,1.0301,11,0.81252,12,0.93231,3,1.0484,5,1.243,4,1.0564,8,0.89168,2,0.94461,3,0.79271,9,0.77801,9,0.9811,6,1.2688,9,1.4094,21,0.87617,27,1.0029,6,0.8533,0,NaN,8,1.8061,0,NaN
Y04,55,4,F,1,0.74324,1.8155,17,1.5084,43,1.9384,4,1.1327,13,1.6281,13,1.9958,30,1.9201,12,1.5824,5,1.3413,25,1.7441,10,2.7825,8,1.4974,4,1.5534,10,1.3579,12,1.7132,5,2.5525,3,1.4194,2,1.2551,1,1.9044,8,1.3752,4,1.6145,1,1.3345,8,1.7623,4,2.8543,5,1.4522,8,1.7414,13,1.7003,17,2.0884,6,1.6985,2,1.3945,6,1.4696,2,1.3945
Y05,56,4,M,2,0.82432,1.4613,28,1.3357,59,1.5165,8,1.6964,20,1.1937,13,1.7981,46,1.4416,15,1.2332,13,1.4483,26,1.267,26,1.8829,7,1.1133,6,1.4023,11,1.1504,15,0.93561,13,1.6074,3,0.87756,3,1.1927,3,1.9295,8,1.1372,7,0.90501,6,1.5685,8,0.96454,7,1.6533,10,1.1609,10,1.2342,18,1.0799,28,1.6749,7,1.2933,6,1.2807,8,1.1943,6,1.2829
Y06,58,4,F,1,0.9527,1.3428,32,1.3162,59,1.3558,9,1.4155,23,1.2773,15,1.78,44,1.2086,17,1.2806,15,1.3561,25,1.3209,25,1.5025,9,1.0088,9,1.6033,14,1.5119,12,1.043,13,1.3479,6,1.4941,5,1.6819,3,1.8538,9,1.4111,5,1.03,5,1.2091,7,1.0565,8,1.4222,10,1.2976,13,1.254,18,1.1242,26,1.2691,9,1.3097,7,1.5523,8,1.2582,7,1.5569
Y07,58,4,M,2,0.62838,1.1305,18,1.6531,55,0.96082,4,2.3466,14,1.4509,13,0.85158,42,0.99234,8,1.8465,10,1.4943,22,1.0285,26,0.72883,7,1.5629,9,0.66295,7,1.4069,10,1.2508,13,0.89289,4,1.0562,3,2.0966,5,0.35684,4,0.86183,3,1.2338,3,1.3351,7,1.2527,10,0.76641,6,0.99049,8,1.8018,17,0.9917,25,0.99192,0,NaN,2,0.84952,8,1.8557,2,0.84952
Y08,59,4,F,1,0.95946,1.6538,30,1.5201,59,1.7265,8,1.7372,22,1.4408,15,2.2589,44,1.5437,15,1.4798,15,1.5554,27,1.5842,23,1.8503,9,1.8228,10,1.4735,14,1.625,14,1.5224,12,1.6673,6,1.4429,5,1.6904,4,1.5067,9,1.5869,5,1.4049,5,1.4553,9,1.6017,7,1.817,10,1.4193,12,1.4594,20,1.4998,24,1.5732,7,1.5981,7,1.6644,8,1.3805,7,1.662
Y09,59,4,M,2,0.51351,1.7341,7,1.2024,58,1.7962,2,1.9653,5,0.88507,15,1.6728,43,1.8474,4,2.0601,3,0.084561,23,1.6906,29,1.8026,6,2.1655,9,1.5881,9,1.4193,9,1.6238,9,1.8254,2,0.042524,1,0.0020969,7,2.0489,8,1.58,0,,0,,9,1.635,9,1.8333,2,0.0021777,3,1.5627,21,1.8544,22,1.8463,2,1.888,1,0.082789,2,2.2129,1,0.082789
Y10,58,4,F,1,0.83108,1.9743,19,2.5488,55,1.7821,6,2.7197,13,2.4913,11,1.8292,44,1.762,12,2.905,7,1.9413,25,1.7252,23,1.7726,7,1.988,6,2.0416,12,2.5225,11,1.6096,10,1.8389,2,1.7917,5,2.8038,4,2.166,7,2.3391,2,2.7693,3,1.8687,9,1.336,7,1.8418,6,2.3171,7,2.6219,19,1.8489,25,1.7012,4,3.2279,1,2.352,8,2.7552,1,2.352
Y11,53,4,M,2,0.81081,1.7475,22,2.0431,52,1.6355,5,2.6535,17,1.8641,11,1.5672,41,1.6494,15,1.9998,7,2.1247,23,1.5753,20,1.6151,9,1.8097,5,2.0538,9,1.8426,13,1.4713,10,1.3297,2,2.7068,3,2.0639,3,1.6359,6,1.732,5,1.8255,3,1.0252,8,1.2402,7,1.4546,7,1.7014,10,1.9951,17,1.3701,24,1.8338,8,1.9111,2,2.7275,7,2.1028,2,2.7275
Y12,51,4,F,1,0.84459,1.5152,26,1.6856,58,1.4369,6,1.6325,20,1.69,14,1.6105,44,1.3884,12,2.0909,14,1.3325,23,1.449,27,1.6002,8,0.83944,10,1.3734,10,1.5702,12,1.6998,14,1.3957,6,1.3001,3,1.2554,4,1.4742,7,1.7124,3,2.6399,5,1.3009,9,1.3528,9,1.4469,9,1.4871,11,1.8552,19,1.2517,25,1.4903,5,2.4649,6,1.4167,7,1.8251,6,1.4209
Y13,53,4,F,2,0.77703,1.737,25,1.7581,47,1.7262,7,1.5946,18,1.8211,9,1.6967,38,1.7333,13,1.7186,12,1.779,22,1.662,18,1.8643,7,1.5752,8,2.2606,12,2.0664,13,1.4061,9,2.1857,5,2.1039,5,2.2184,3,2.5522,7,1.9432,5,1.3955,4,1.8908,8,1.4017,5,2.4268,9,1.567,9,2.0755,16,1.5365,22,1.849,7,1.6627,5,1.7399,6,1.8255,5,1.7283
Y14,57,4,M,1,0.95946,1.2144,32,1.4152,61,1.1087,9,1.5459,23,1.3743,15,1.0623,46,1.1278,17,1.2055,15,1.656,27,1.0007,25,1.3274,9,0.82853,10,1.5109,14,1.1662,14,0.83318,13,1.3397,6,1.6808,5,1.3832,4,1.2558,9,1.0395,5,0.82856,5,1.2685,9,0.84085,8,1.3931,10,1.4537,13,1.2948,21,1.0118,25,1.2205,9,1.3336,7,1.6825,8,1.0649,7,1.6803
Y15,54,4,F,2,0.91216,1.5271,31,1.3964,60,1.5971,9,1.2789,22,1.4349,15,1.7423,45,1.5435,17,1.151,14,1.6872,26,1.4914,26,1.8035,8,1.2413,8,1.5111,14,1.4914,14,1.3679,14,1.799,5,1.5827,5,1.0565,3,1.3559,9,1.7293,5,1.118,5,1.795,9,1.5,9,1.8113,9,1.3991,13,1.4812,20,1.4688,25,1.6131,9,1.2746,6,1.9236,8,1.0162,6,1.9076
Y16,53,4,F,1,0.80405,1.7574,25,1.6826,46,1.806,6,1.576,19,1.7156,12,1.5458,34,1.8969,14,1.4648,11,1.9358,20,1.6625,17,2.0576,9,1.6492,8,1.8704,10,1.6017,11,1.6275,9,2.0768,4,1.5513,3,1.1646,4,2.1875,7,1.7699,5,1.7522,5,2.1254,6,1.5358,4,2.011,8,1.7241,11,1.7095,17,1.864,17,1.9331,7,1.8849,5,2.4229,7,1.0384,5,2.4327
Y17,54,4,M,2,0.91216,1.3224,30,1.2193,57,1.3813,8,1.2522,22,1.2143,12,1.2096,45,1.4273,16,1.0715,14,1.3903,25,1.2784,25,1.5495,7,1.1237,6,1.3253,11,1.3917,15,0.82896,13,1.2862,4,1.5755,3,1.4953,2,0.86918,8,1.3533,7,0.83535,5,1.1118,8,0.8128,8,1.3966,10,1.141,12,1.2472,18,1.1052,27,1.6343,8,1.1702,7,1.7715,8,0.97237,7,1.7607
Y18,53,4,F,1,0.88514,1.8414,27,1.6695,58,1.921,6,2.0913,21,1.551,13,1.8598,45,1.9291,14,1.746,13,1.6075,25,1.9327,24,2.0786,9,1.4825,10,1.7617,14,1.8239,12,1.8328,12,1.8303,6,1.5199,5,2.0311,4,2.1256,9,1.7171,4,1.2657,4,1.2853,8,2.1274,8,2.0983,10,1.3352,11,1.7512,20,1.7356,25,2.0821,6,1.752,5,2.0517,8,1.7078,5,2.0544
Y19,57,4,F,2,0.9527,2.255,30,2.1592,61,2.3011,7,2.0904,23,2.1768,14,2.3979,47,2.2735,16,2.0824,14,2.2418,27,2.3378,25,2.323,9,2.1262,10,2.4648,13,2.391,14,2.2016,13,2.2711,6,2.484,4,2.1458,4,2.4171,9,2.5013,5,1.8384,5,2.0116,9,2.3875,8,2.4311,10,2.1616,13,2.1915,20,2.4717,27,2.131,8,1.9938,6,2.1167,8,2.1745,6,2.1178
Y20,58,4,F,1,0.58108,2.1401,15,1.9563,25,2.2641,3,2.2683,12,1.8702,9,2.3699,16,2.2038,6,2.1668,9,1.7991,12,2.3185,7,2.3447,6,2.0535,6,2.1184,4,2.8209,9,2.0479,7,1.7702,4,2.0584,1,2.6954,2,2.2601,3,2.8628,3,2.0623,4,1.5335,6,2.0455,3,2.0781,8,1.7982,4,2.0202,6,2.0797,10,2.2741,5,2.2595,3,1.8117,1,1.7095,3,1.8321
Y21,47,4,F,2,0.89189,1.588,31,1.34,49,1.7413,9,1.6338,22,1.2246,11,1.8203,38,1.724,16,1.259,15,1.4381,24,1.6262,18,1.9591,7,1.603,7,1.5431,11,1.7059,15,1.1901,11,1.8213,4,1.4201,3,1.3937,3,1.7243,8,1.8328,7,0.95174,6,1.3701,8,1.4046,5,2.3888,10,1.2026,12,1.243,17,1.6411,21,1.7747,8,1.4126,7,1.4979,8,1.0947,7,1.4971
Y22,53,4,F,1,0.90541,1.4026,30,1.1814,53,1.5221,9,1.2499,21,1.1492,11,1.3544,42,1.5694,16,1.067,14,1.3052,26,1.0859,20,2.3095,7,0.9084,6,1.5257,11,1.0043,15,0.94306,10,1.5802,4,1.3635,3,0.99634,2,1.8784,8,1.0091,7,1.0348,5,1.2485,8,0.87048,5,1.9194,10,1.0636,11,1.226,18,1.2003,24,1.8463,8,1.0256,7,1.3656,8,1.1097,7,1.362
Y23,55,4,F,2,0.72973,1.7924,25,1.764,36,1.8127,6,1.6754,19,1.7949,7,1.7765,29,1.8304,13,1.5806,12,1.9641,17,1.826,15,1.8687,4,1.6218,7,1.8501,7,1.414,10,1.9869,8,2.259,4,2.0527,5,1.446,3,1.5619,2,1.327,4,1.7331,2,1.8533,6,2.1276,6,2.4035,6,1.7243,13,1.8214,12,1.9234,17,1.7658,5,2.3142,6,2.2817,8,1.1356,6,2.2796
Y24,53,4,M,1,0.78378,2.3296,24,2.3152,46,2.3237,8,2.3425,16,2.3084,9,2.8075,37,2.2164,13,1.9686,11,2.7268,20,2.0155,20,2.7987,6,1.7785,9,2.8811,7,1.9596,12,1.8689,11,2.6462,3,2.9273,3,2.6932,6,2.8641,4,1.4262,6,1.6891,3,2.9807,6,2.0561,8,2.5142,4,2.4247,12,2.2691,18,2.0753,19,2.3397,5,1.8411,5,2.9678,8,2.0408,5,2.969
Y25,55,4,M,2,0.77027,1.5543,23,1.8895,62,1.4323,7,1.3928,16,2.0806,15,1.4413,47,1.4281,14,1.8333,9,1.9556,26,1.2245,27,1.6259,9,1.4235,9,1.5836,13,1.5869,16,1.2572,12,1.8699,3,1.7038,4,2.0931,6,1.5283,9,1.3497,5,1.4367,3,2.3329,11,1.1858,9,1.7166,9,2.3938,7,1.7053,22,1.4472,25,1.4096,9,2.0448,4,1.7768,5,1.4603,4,1.8328
Y26,53,4,M,1,0.62838,1.801,16,1.75,35,1.8155,6,2.5489,10,1.2753,6,2.0817,29,1.755,5,1.7041,11,1.7733,4,2.0457,24,1.838,7,1.5887,10,1.754,4,1.94,4,1.4612,10,1.695,5,1.2834,3,2.0704,5,2.2296,1,1.5547,2,1.0997,2,1.6419,2,1.815,8,1.7233,5,0.97377,5,1.591,12,1.6648,17,1.8194,4,1.2373,4,1.3085,1,3.5201,4,1.315
Y27,56,4,F,2,0.84459,1.7801,25,1.6643,50,1.8322,8,2.126,17,1.4402,13,2.1536,37,1.7257,12,1.9212,13,1.4245,22,1.7853,22,1.8509,6,1.948,8,1.839,10,1.7086,9,1.8824,8,1.5031,3,1.4157,4,1.4197,5,2.0779,6,1.9268,3,2.1507,3,1.5033,6,1.7403,5,1.4861,6,1.5614,11,1.3785,14,1.3392,23,1.9655,4,2.9804,5,1.4996,8,1.3848,5,1.4973
Y28,54,4,F,1,0.79054,1.7115,24,1.7656,49,1.6828,5,1.8067,19,1.7564,15,1.5936,34,1.7222,12,1.9345,12,1.6042,20,1.8124,24,1.5993,5,1.533,8,1.3492,11,1.9573,11,1.6689,9,1.5293,3,1.283,4,1.9711,5,1.4063,7,1.954,4,2.1999,3,1.6715,7,1.3719,6,1.4453,8,1.8594,11,1.704,15,1.5196,19,1.8684,7,2.4815,4,1.5686,5,1.1522,4,1.5616
Y29,57,4,M,2,0.71622,1.5564,21,1.5227,58,1.5707,7,1.6389,14,1.4506,14,1.583,44,1.5713,13,1.6785,8,1.2531,26,1.5031,23,1.6774,9,1.4824,7,2.1814,13,1.483,12,1.4248,10,1.2576,3,1.4854,4,0.9712,4,2.6912,9,1.6689,3,1.9371,3,0.98522,9,1.2519,7,1.3836,6,1.146,8,1.6798,21,1.6238,23,1.5125,5,2.1231,0,NaN,8,1.3962,0,NaN
Y30,51,4,F,1,0.68919,2.077,17,2.0407,34,2.0951,4,1.9083,13,2.0655,10,2.1608,24,2.0676,8,2.1175,9,1.9496,6,1.9062,22,2.0365,6,2.4522,4,1.6536,2,1.4456,7,1.9668,10,1.7683,2,1.5919,1,2.8884,2,1.7106,1,0.002767,5,1.5683,4,2.1626,2,2.9207,6,1.5253,6,1.8946,7,2.2374,8,1.757,16,2.2188,2,3.1692,3,2.5703,6,1.7672,3,2.5361
Y31,55,4,M,2,0.85135,1.7084,24,1.8575,54,1.6439,5,1.9499,19,1.8369,12,1.6679,42,1.6396,14,1.8635,10,1.8314,23,1.4529,24,1.9179,7,1.3417,8,2.0546,10,1.468,11,1.641,12,1.8182,2,2.1935,5,1.4571,6,1.9863,5,1.4793,4,1.8722,3,1.222,7,1.5309,9,2.0225,6,1.4682,13,1.9955,18,1.5255,24,1.7152,7,2.2538,5,1.5134,7,1.4688,5,1.5228
Y32,58,4,M,1,0.89865,1.4983,24,1.4309,62,1.5221,9,1.3553,15,1.487,14,1.6902,48,1.4743,14,1.5648,10,1.25,25,1.3044,29,1.718,8,1.4751,10,1.8341,11,1.4594,15,1.4448,11,1.297,3,2.0851,3,1.2424,7,1.7161,8,1.517,5,2.274,3,0.71527,10,1.0277,8,1.5229,7,1.2911,8,1.6641,22,1.3662,26,1.564,7,1.3778,3,1.0339,7,1.7393,3,1.0645
Y33,57,4,M,2,0.91892,1.4316,30,1.4908,58,1.3969,8,1.5811,22,1.4596,16,1.3309,42,1.4189,17,1.6162,13,1.3322,26,1.3222,25,1.4416,7,1.4868,9,1.3535,16,1.3698,13,1.3812,8,1.3261,3,1.6584,7,1.5968,6,1.2132,9,1.1913,5,1.5784,3,0.80705,8,1.2611,5,1.6452,10,1.4822,12,1.4568,18,1.3188,24,1.504,9,1.7299,5,1.3989,8,1.4897,5,1.3986
Y34,53,4,M,1,0.94595,1.4211,30,1.5375,59,1.3574,9,1.6777,21,1.4767,15,1.6074,44,1.2736,16,1.49,14,1.5919,25,1.2612,25,1.5029,9,1.2301,15,1.5828,16,1.2049,9,1.2603,11,1.5167,7,1.6076,7,1.265,8,1.5413,9,1.1619,2,1.6234,2,1.7119,7,1.1636,9,1.459,8,1.4216,13,1.5188,20,1.2831,24,1.2651,8,1.5663,8,1.7273,8,1.4124,8,1.7297
