ID,Month,age,gender,targetset,accuracy,Paccu,P1accu,P2accu,P3accu,P4accu,P234accu,Maccu,M1accu,M2accu,M3accu,M4accu,M234accu,PVaccu,PAaccu,MVaccu,MAaccu,PVsingAccu,PAsingAccu,MVsingAccu,MAsingAccu,PV2Vaccu,MV2Vaccu,PA2Vaccu,MA2Vaccu,PA2Aaccu,MA2Aaccu,PV2Aaccu,MV2Aaccu,rtmean,Pno,Prt,Mno,Mrt,P1no,P1rt,P2no,P2rt,P3no,P3rt,P4no,P4rt,P234no,P234rt,M1no,M1rt,M2no,M2rt,M3no,M3rt,M4no,M4rt,M234no,M234rt,PVno,PVrt,PAno,PArt,MVno,MVrt,MAno,MArt,MAVno,MAVrt,Vsingno,Vsingrt,Asingno,Asingrt,V2Ano,V2Art,A2Vno,A2Vrt,V2Vno,V2Vrt,A2Ano,A2Art,PVsingno,PVsingrt,PAsingno,PAsingrt,MVsingno,MVsingrt,MAsingno,MAsingrt,P1Vsingno,P1Vsingrt,P1Asingno,P1Asingrt,M1Vsingno,M1Vsingrt,M1Asingno,M1Asingrt,PV2Ano,PV2Art,PA2Vno,PA2Vrt,MV2Ano,MV2Art,MA2Vno,MA2Vrt,PV2Vno,PV2Vrt,PA2Ano,PA2Art,MV2Vno,MV2Vrt,MA2Ano,MA2Art,P1V2Ano,P1V2Art,P1A2Vno,P1A2Vrt,M1V2Ano,M1V2Art,M1A2Vno,M1A2Vrt,P1V2Vno,P1V2Vrt,P1A2Ano,P1A2Art,M1V2Vno,M1V2Vrt,M1A2Ano,M1A2Art,P1Vno,P1Vrt,P1Ano,P1Art,M1Vno,M1Vrt,M1Ano,M1Art,PRrno,PRrrt,PRsno,PRsrt,MRrno,MRrrt,MRsno,MRsrt,crossno,crossrt,nocrossno,nocrossrt,T1Vno,T1Vrt,T1Ano,T1Art,T2Vno,T2Vrt,T2Ano,T2Art,PModShift,MModShift,PModRep,MModRep,Cum70,Cum75,filter_$,MAVaccu
M15,78,2,F,1,.9527,.97917,1,.91667,1,1,.97222,.94,.8,.96,1,1,.98667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,932.6529,32,935.2512,63,931.3332,9,914.6156,9,842.0267,7,951.5957,15,957.7367,23,943.3261,15,886.6347,16,1006.8431,15,1019.594,17,821.8276,48,945.3015,17,944.4224,15,924.8573,27,862.3752,27,1074.617,9,708.3556,16,930.9888,16,930.9888,10,876.757,14,926.7871,14,819.1764,14,1014.7686,5,1034.112,1,1233,8,849.0812,10,1261.7,2,1136.305,2,855.25,1,660,2,993.52,6,814.9083,2,883.03,3,995.31,6,959.3133,4,922.43,5,989.542,7,711.7614,7,1112.0514,0, ,3,806.1833,1,892.19,3,1011.51,1,737.68,0, ,2,1029.37,2,737.345,6,904.8067,3,934.2333,6,958.8783,5,870.784,10,936.403,13,948.6515,21,900.5233,27,980.1289,13,970.8038,41,967.7644,9,1098.8313,7,1105.2378,8,776.9027,7,1106.2893,848.96915,977.31165,955.986,911.9064,.950399492489711,.890383733359333,1,1
M16,83,2,F,1,.93919,.95833,.91667,1,.91667,.95833,.97222,.93,.96,.92,.92,.92,.92,1,.92857,.92,.92857,1,.83333,.90909,1,1,.85714,1,1,1,.9,1,.85714,1180.011,30,1068.3727,56,1239.8173,8,838.8537,7,1182.6129,6,886.295,17,1224.2912,22,1151.8341,13,1311.8977,18,1262.565,11,1220.7582,14,1158.6136,43,1218.0256,17,838.8594,13,1368.5054,23,1038.2252,26,1538.0623,7,794.4243,14,1119.2764,14,1119.2764,10,1235.592,11,1016.5136,12,714.6758,13,1705.3977,3,931.9467,4,1146.06,7,1353.6929,8,1759.3462,1,649.25,1,638.74,3,916.31,3,1318.7833,4,1329.0475,4,924.33,5,1207.446,4,1161.15,4,704.49,3,2042.9333,5,631.968,7,1405.11,0, ,2,726.665,1,1002.5,1,1386.4,2,797.405,1,1122.6,1,1003.5,2,2541.5,6,824.915,2,880.67,5,1027.766,6,1673.6417,9,1217.1644,13,1106.6054,17,968.3688,26,1381.2627,17,1155.5288,32,1382.0253,8,884.4874,6,1836.4048,9,797.737,6,1841.5269,1126.68875,1184.298,1373.71165,1018.539,.950399492489711,.890383733359333,1,1
M17,81,2,M,1,.9527,.97917,1,1,1,.95833,.97222,.94,.92,.92,.96,.96,.94667,.94118,1,1,.93333,.85714,1,1,1,1,1,1,1,1,.88889,1,.85714,1088.2472,30,1064.2363,64,1099.5023,10,1179.612,6,1028.315,9,899.5589,11,1053.3473,20,1006.5485,16,1113.8369,14,1075.7514,18,1097.6089,16,1108.08,48,1094.7242,16,988.9025,14,1150.3321,27,1030.6404,28,1209.7911,9,962.9678,12,1185.71,12,1185.71,12,1198.6592,13,954.4992,16,914.5019,11,1054.6873,4,1115.8275,2,1120.6,6,1309.5167,7,1314.96,2,954.055,3,1204.4,0, ,2,1591.6,5,1083.378,2,989.7,4,1144.93,7,989.2243,4,764.0775,3,991.2867,7,888.5014,6,1070.1117,1,1859.5,2,994.055,2,1263.9,2,758.205,1,900.7,0, ,4,1113.8775,2,1103.515,6,1053.9033,4,1368.175,6,995.32,6,1319.6717,9,950.9744,11,1052.0182,22,983.0168,26,1189.2458,26,1237.36,29,1018.2786,10,987.2849,7,1185.7716,6,997.901,7,1187.2682,1036.539,1067.07715,877.6821,979.30655,.950399492489711,.890383733359333,1,1
M18,77,2,M,1,.9527,.89583,.83333,.83333,.91667,1,.91667,.98,.96,1,1,.96,.98667,.82353,1,.96429,1,.75,1,1,1,.6,1,1,1,1,1,1,1,1035.5515,27,917.7378,60,1088.5677,7,1233.3457,6,675.9317,8,746.38,13,956.5985,20,807.275,16,1145.3575,12,905.9508,16,1235.335,16,1021.9731,44,1067.9168,14,1095.8986,13,725.8723,27,1121.8615,26,1084.8531,7,973.9457,10,830.433,10,830.433,9,744.5889,16,878.5206,11,1456.6155,9,847.6289,2,571.155,5,677.722,6,945.5183,7,1632.4257,1,577.11,2,741.88,1,911.8,4,1153.65,3,749.1833,5,810.51,3,781.11,7,864.0557,2,1499.03,3,772.14,5,1073.322,5,735.888,0, ,2,571.625,3,703.4733,2,1406.07,1,3151.5,0, ,3,1502.2,1,1632.8,5,1429.932,2,741.88,7,1283.1543,8,1044.7275,9,940.5456,11,698.2355,18,978.7272,26,1129.6635,17,1040.1612,36,1133.7139,6,1745.7734,5,891.1923,8,592.4345,5,886.9982,779.84665,822.58285,1135.585,904.605,.950399492489711,.890383733359333,1,1
M19,72,2,M,2,.9527,.9375,.91667,.91667,.91667,1,.94444,.96,.92,1,.92,1,.97333,.94118,.90909,1,.88889,1,.8,1,.75,1,1,1,1,1,1,1,1,1450.5809,26,1278.595,60,1525.1082,8,1488.355,6,1564.1883,5,1010.552,12,1225.335,18,1185.3683,14,1614.315,18,1497.8622,13,1388.2615,15,1593.144,46,1497.9583,16,1162.0325,10,1465.095,26,1508.6846,24,1687.9567,10,1176.973,19,1503.7126,19,1503.7126,9,1559.4689,7,1168.5057,13,1195.1877,11,1538.0182,5,1384.728,3,927.7767,10,1656.86,7,1882.7471,3,1407.7167,1,2267.9,1,855.15,2,2600.35,3,1710.1733,3,1049.0833,3,1422.2,3,1265.23,4,837.9725,0, ,5,1201.972,8,1444.9,2,1547.9,0, ,1,1542.3,1,1236.6,1,946.59,1,1373.4,3,1743.0333,2,1992.8,4,1292.435,4,1684.275,6,1519.675,5,2145.72,6,1001.92,12,1277.0925,18,1412.4933,28,1552.9,19,1800.0732,31,1468.8829,8,1562.7713,4,2096.3283,8,779.169,4,2101.8082,1379.6283,1343.715,837.9725,1323.436,.950399492489711,.890383733359333,0,1
M20,72,2,M,2,.93243,.9375,.91667,1,.91667,.91667,.94444,.93,.88,1,.88,.96,.94667,.8125,1,.96296,.80769,1,1,1,.90909,.8,1,.5,.85714,1,.66667,1,.77778,1720.9422,27,1608.3111,56,1775.2464,7,1633.4429,7,1388.4857,7,1540.4,13,1742.1231,20,1599.515,13,1915.8462,16,1661.3625,14,1873.4643,13,1669.0385,43,1732.7395,13,1729.5308,14,1495.75,26,1824.1654,21,1746.781,9,1700.3444,11,1777.3727,11,1777.3727,9,1904.9111,7,1946.3143,16,1787.1937,11,1364.1727,2,1465.2,3,1481.2667,5,2057.14,7,1662.5857,2,1514.3,1,1794.9,2,1653.2,3,1928.7667,1,1335.3,0, ,6,1980.85,5,1942.4,8,1845.175,6,1419.9,6,1463.2,4,1317.675,1,1821.6,1,1763.5,1,2102.2,1,2148.7,0, ,1,1215.8,2,2527.25,0, ,3,1597.3667,4,1660.5,7,1957.1571,4,1972.125,10,1748.66,10,1450.37,18,1576.0444,25,1845.56,18,1921.3333,29,1707.8172,5,1837.0466,7,1541.0144,8,1676.5215,7,1543.5885,1335.3,1961.625,1632.5375,1390.4375,.950399492489711,.890383733359333,0,1
M21,81,2,M,1,.95946,1,1,1,1,1,1,.94,.88,.92,.96,1,.96,1,1,1,.96296,1,1,1,1,1,1,1,1,1,.88889,1,1,1074.104,32,1147.0691,62,1036.4447,9,1194.9489,9,1219.9511,7,1006.9857,15,1089.2047,23,1128.3335,15,878.27,15,1038.108,15,1172.3853,17,1054.5953,47,1086.926,17,1125.1241,15,1171.94,27,1052.6037,26,1122.3619,9,739.7622,16,1154.8719,16,1154.8719,10,1161.785,14,1154.5586,14,921.8314,13,1076.1608,5,1101.348,1,969.15,8,1251.7825,10,1378.35,2,1087.6,2,914.92,1,781.75,2,795.155,6,1381.6167,2,948.2,3,877.57,6,1314.2233,4,1001.1925,5,1056.982,7,744.6,6,1038.1333,0, ,3,1305.1333,1,695.44,3,822.2267,1,1628.6,0, ,2,1030.035,2,1238.19,6,1286.5333,3,1011.78,6,884.75,5,952.426,10,1095.932,13,1153.2577,21,1000.6548,26,1156.6065,13,952.0331,40,1130.632,9,1212.8447,7,1449.8972,8,1023.954,7,1450.8565,1164.90835,1095.89665,1029.08725,891.36665,.950399492489711,.890383733359333,1,1
M22,83,2,M,2,.9527,.9375,.91667,1,.83333,1,.94444,.96,.92,.96,.96,1,.97333,1,.8,1,.96429,1,.4,1,1,1,1,1,1,1,.875,1,1,1147.8806,28,1104.7464,60,1168.0098,8,1009.2788,5,1228.804,7,1130.5571,16,1181.9075,20,1142.9335,13,1263.2285,15,1231.6907,16,1106.1794,16,1092.7744,47,1141.6728,16,890.6013,12,1390.2733,26,930.6673,27,1507.777,7,739.0371,12,904.7533,12,904.7533,7,1649.6957,11,939.8445,15,905.5067,13,1500.4392,4,911.6625,1,845.96,7,900.9786,15,1386.188,1,903.54,1,1114.4,0, ,2,1793.25,3,1637.7,1,757.06,2,1356.345,7,902.7357,6,844.4767,5,1525.808,7,961.4657,5,1561.174,1,978.08,2,973.69,1,2944,1,1314.7,1,858.93,1,1202.7,1,926.55,2,1434.05,5,955.81,3,1098.3933,4,1009.055,5,1879.72,10,1222.204,10,1063.663,18,1026.2378,29,1213.3221,18,1321.7389,35,1174.7437,8,949.7402,4,2083.1083,8,827.3996,4,2079.0472,1197.38,1129.54035,1185.14235,1261.31985,.950399492489711,.890383733359333,0,1
M23,81,2,F,2,.97297,.95833,.91667,1,1,.95833,.97222,.98,.92,1,1,1,1,1,.92857,1,1,1,1,1,1,1,1,1,1,1,1,.75,1,1141.5448,30,1205.024,60,1109.8052,8,1297.1588,7,1147.4471,7,1137.1857,17,1197.9318,22,1171.5205,13,1095.9277,18,1118.1489,13,1025.4908,16,1180.1994,47,1113.6436,17,1233.9241,13,1167.2315,25,1009.8236,28,1244.4414,7,928.3371,15,1068.08,15,1068.08,10,1184.007,11,1106.7964,13,1122.7669,14,1266.4821,3,1198.1,5,1195.158,8,1052.9713,8,1284.975,1,1191,1,957.54,3,937.3767,3,1078.14,3,953.7233,4,1057.21,6,1288.55,4,1127.725,4,1270.31,3,1344.0367,6,806.79,8,1228.245,0, ,2,1338.37,1,1247.6,1,758.28,2,1190.495,1,1347.4,1,2293,2,1262.64,6,1345.3883,2,1152.47,5,1172.682,6,1167.8833,8,1181.4912,14,1165.8229,20,1035.8695,27,1171.2541,17,1117.3124,36,1141.5456,8,1307.7074,5,1221.5598,9,1173.4362,5,1223.7495,1005.46665,1208.1375,1307.17335,1017.5175,.950399492489711,.890383733359333,1,1
M24,78,2,F,1,.94595,.95833,.91667,.91667,1,1,.97222,.94,.92,.92,.96,.96,.94667,.94118,.92857,1,.93333,1,1,1,.88889,1,1,1,1,1,.88889,.83333,1,1095.9791,29,1179.7297,63,1057.4273,9,1341.6233,5,980.714,9,1172.3733,12,1198.1542,20,1106.8775,16,993.9612,14,941.1414,17,968.2453,16,1317.3994,47,1079.0328,16,1340.3081,13,982.0946,27,990.8252,28,1119.7221,8,1064.1775,13,1116.6885,13,1116.6885,12,1170.1617,13,1224.8431,16,1028.4375,11,869.6645,5,896.458,2,827.735,6,1269.0467,6,1285.8967,2,1210.19,3,1287.5967,0, ,2,1220.2,4,1005.5125,2,2333.1,5,1294.212,7,877.01,4,1267.6125,3,747.03,7,967.9014,6,894.8867,1,985.83,2,1901.605,2,1281.5,2,657.24,1,1002.4,0, ,4,901.71,2,977.95,5,1445.198,4,1212.155,6,820.22,6,1159.8833,9,1325.7533,11,927.7973,23,1005.843,24,1149.1729,27,1132.3122,28,983.2882,9,1742.7189,6,1136.9198,7,823.9811,6,1139.8549,1669.30625,1085.611,1007.32125,931.39405,.950399492489711,.890383733359333,1,.88889
M25,79,2,M,1,.86486,.85417,.91667,.83333,.91667,.83333,.83333,.87,.84,.8,.92,.92,.88,.88235,.92308,1,1,.75,1,1,1,1,1,.85714,1,.66667,1,1,1,1044.5076,27,1087.5019,61,1025.4774,7,1144.4129,7,1028.2643,9,1284.2078,11,793.2173,20,1067.583,16,1329.5494,12,980.2242,16,846.58,17,939.6094,45,917.3629,15,1009.53,12,1184.9667,28,1027.6461,26,1088.7031,7,781.9643,10,1054.554,10,1054.554,9,1426.5433,15,1008.3287,13,1004.3354,8,1222.2887,2,693.365,5,787.042,6,854.935,7,930.1643,1,1635.2,2,1252.4,1,2394,4,1054.97,3,2051.0633,4,1194.6675,3,1079.5533,7,824.1629,4,867.865,2,813.2,5,796.58,5,1163.222,0, ,2,743.76,3,1149.0133,2,1544.8,1,1577.7,0, ,3,1341.4333,1,2335.8,5,1101.218,2,1252.4,7,1541.4714,8,1250.34,8,1246.655,12,948.2017,19,906.4221,26,925.3581,17,1032.2118,37,1068.4532,8,1243.5062,5,1555.8418,7,737.6232,5,1552.0394,1622.8654,951.8581,840.5325,979.901,.950399492489711,.890383733359333,1,1
Y01,53,1,F,2,.80405,.70833,.75,.66667,.83333,.58333,.69444,.85,.8,.92,.96,.72,.86667,.70588,.46667,.77778,.81481,.85714,.66667,.77778,.75,.8,.77778,.4,.77778,.6,.77778,.33333,1,1630.1615,19,1369.4405,52,1725.425,6,1253.8267,5,1708.91,5,1322.772,8,1476.9125,13,1422.8008,11,2072.3182,15,1702.6533,14,1639.2571,12,1536.4333,41,1632.3561,12,1261.9692,7,1553.6771,21,1763.1762,22,1698.6136,9,1702.8778,13,1700.3838,13,1700.3838,6,2060.25,9,1562.6733,11,1454.6618,10,1447.547,4,1185.07,0, ,6,2007.3167,8,1782.475,2,1015.505,2,1434.385,1,3289.8,1,1502.8,2,2377.5,1,883.96,3,1905.2333,6,1570.9333,3,1621.7333,3,1083.99,6,1459.1833,5,1589.62,0, ,1,1950.2,1,1890.8,1,1804.3,1,672.98,0, ,1,1708,2,1637.7,4,1163.5475,2,1434.385,3,2267.3667,4,1667.25,5,1208.892,8,1556.4938,19,1598.0105,22,1662.0182,11,1956.7909,32,1652.2344,7,1246.0823,0, ,5,1289.0486,0, ,1630.73,1738.0833,1352.86165,1524.40165,.950399492489711,.890383733359333,0,1
Y02,52,1,M,1,.85135,.72917,.66667,.75,.75,.79167,.75,.91,.96,.92,.88,.88,.89333,.47059,.8,.88889,.85185,.28571,.66667,1,.75,.4,.77778,.8,.88889,1,.88889,.83333,1,2144.6118,20,2173.3,56,2134.3661,5,1705.1,6,2529.7667,5,2217,10,2075.6,15,2329.3667,14,2497.8857,15,2128.14,12,1905.175,15,1984.66,42,2013.1929,8,2133.6625,12,2199.725,24,1987.5042,23,2279.1739,9,2155.9333,11,1911.9364,11,1911.9364,9,2431.5333,12,2124.3583,9,2027.3111,13,2263.0308,1,2952.3,0, ,8,1811.7625,7,2246.2857,1,1431,2,1614.25,1,2153.9,2,2777.2,5,2594.62,2,1793.85,3,1939.7,5,1953.22,2,2616.15,5,2039.02,6,1811.45,6,2440.8167,0, ,2,1933,1,3091.6,3,2757.5,0, ,0, ,1,2144.8,2,2289.7,3,1765.6667,2,1614.25,5,2514.24,5,2645.08,8,2101.2,7,2590.1286,18,1939.7111,24,2068.3042,12,2265.5667,35,2083.8371,1,3155.7,4,2860.8315,7,1988.7944,4,2850.5298,2194.235,1946.46,2327.585,2126.13335,.950399492489711,.890383733359333,1,1
Y03,58,1,M,2,.86486,.75,.75,.66667,.83333,.875,.75,.92,.88,.96,.92,.92,.93333,.76471,.53333,.96296,1,1,.66667,1,1,.4,1,.8,.88889,.6,1,.5,1,1007.7427,21,1306.1929,62,906.6547,6,1192.875,6,1386.1667,5,1705.38,12,973.0533,15,1351.52,14,773.9043,16,920.3244,15,912.3193,17,998.1147,48,945.3735,13,1516.94,8,963.7287,26,937.8042,27,974.1763,9,614.1022,16,1366.7538,16,1366.7538,7,1054.0671,12,1110.4942,11,809.9218,12,932.2358,5,1843.27,0, ,8,1193.7937,10,1075.428,2,1203.77,2,1090.05,1,693.82,2,786.735,3,1052.4033,2,1818.75,3,981.1867,6,1003.325,2,944.61,3,790.84,7,715.5486,7,999.9929,0, ,2,1284.805,1,1277.7,2,549.435,0, ,0, ,2,1005.54,2,907.18,4,1244.2875,2,1090.05,5,760.754,5,933.106,6,1275.4583,9,1402.2278,21,873.2567,27,1001.4644,13,979.3877,40,948.8408,5,1010.5038,0, ,8,1820.3548,0, ,1435.57665,992.25585,867.725,857.77075,.950399492489711,.890383733359333,1,1
Y04,55,1,F,1,.71622,.66667,.58333,.75,.75,.5,.69444,.74,.84,.68,.76,.68,.70667,.70588,.33333,.81481,.33333,.85714,.33333,.88889,.25,.8,.77778,.4,.77778,.2,.44444,.5,.25,1752.8179,17,1511.1035,39,1858.1805,4,1131.95,6,1880.15,5,1448.22,4,1698.015,13,1627.7662,12,1856.685,8,1517.2075,9,1832.25,10,2156.091,27,1858.8452,12,1581.075,5,1343.172,22,1640.6541,9,2701.1667,8,1508.0187,14,1755.3586,14,1755.3586,4,1542.14,9,1507.5367,11,1538.5855,5,2548.1,4,1926.775,0, ,7,1969.9571,3,2763.3667,2,1147.45,1,1117.2,1,783.32,0, ,3,1421.3867,1,1394.5,0, ,4,1343.8075,4,1615.175,1,1334.5,5,1218.368,2,3189.65,0, ,1,1115.7,1,1904.4,3,1894.1333,0, ,0, ,2,2185.95,2,2513.35,3,1136.8667,1,1117.2,6,1806.27,3,2310.3667,5,1445.672,8,1741.575,11,1664.2236,16,1992.6475,9,2003.2256,22,1926.1755,6,1685.8731,2,1394.53,6,1463.6433,2,1394.53,1407.94335,1343.8075,1474.8375,2204.009,.950399492489711,.890383733359333,0,.88889
Y05,56,1,M,2,.81757,.79167,.83333,.75,.75,.70833,.77778,.83,.8,.88,.92,.72,.84,.9375,.86667,1,.92857,.8,.8,1,.94118,1,1,1,1,1,.875,.75,1,1477.585,28,1339.5214,58,1544.2364,8,1689.2638,5,1012.068,7,1212.22,14,1362.7321,20,1199.6245,13,1791.5892,14,1591.7457,17,1583.8182,14,1218.9786,45,1472.7789,15,1239.7767,13,1454.6115,26,1266.1046,26,1877.3312,6,1306.0633,11,1484.3218,11,1484.3218,6,1415.7117,11,1154.5836,15,936.53,13,1614.9908,3,1419.3,2,1543.6,7,1481.7629,14,1871.3721,1,1697.3,2,1874.25,0, ,2,2598.25,3,887.1567,1,1383.8,2,2151.8,7,1057.8729,6,873.74,5,1471.936,7,939.3443,5,1627.98,0, ,2,1097.705,1,1529.2,1,1716.1,1,1079.2,1,2053.1,1,1150.9,2,1721.1,5,1542.502,3,1933.8667,4,1795.115,5,2033.58,10,1158.705,10,1240.544,17,1137.6924,28,1676.2243,18,1631.4244,34,1540.1085,7,1292.7237,6,1277.1373,8,1198.6153,6,1285.1144,1135.47835,1604.83645,1172.838,1283.66215,.950399492489711,.890383733359333,0,.85714
Y06,58,1,F,1,.9527,1,1,1,1,.91667,1,.93,.88,.96,.96,.92,.94667,1,1,.92593,.92593,1,1,1,1,1,.77778,1,1,1,.88889,1,.75,1339.6727,32,1315.6356,59,1352.7098,9,1415.4167,9,1256.3856,7,1271.1443,13,1155.2,23,1276.5909,15,1777.0247,15,1189.3027,14,1252.8329,15,1185.0207,44,1208.057,17,1282.2571,15,1353.4647,25,1326.6756,25,1501.9116,9,1010.5778,16,1329.6325,16,1329.6325,9,1610.1556,14,1512.6029,12,1042.8917,13,1341.1123,5,1179.002,1,1408.2,8,1286.1012,10,1379.96,2,1193.1,2,1284.85,1,2704.1,2,1352.5,6,1491.7167,2,1416.8,2,1165.7,6,1041.49,4,1056.5775,5,1209.634,5,753.068,6,1377.4317,0, ,3,1841.9,1,3209.7,3,2189.4,1,931.55,0, ,2,1795.75,2,1560.85,6,1473.9083,3,1298.4333,6,2143.9667,5,1807.28,10,1301.771,13,1257.2215,18,1121.595,26,1267.9154,12,1347.1858,38,1435.4855,9,1305.0772,7,1558.1261,8,1258.9086,7,1554.8365,1454.25835,1103.595,1133.10575,1065.24985,.950399492489711,.890383733359333,1,1
Y08,59,1,F,1,.9527,.95833,.91667,1,1,.875,.97222,.95,.96,.96,1,.88,.94667,.88235,1,1,.85185,.71429,1,1,.83333,1,1,1,1,1,.77778,1,1,1634.6441,30,1519.61,58,1694.1445,8,1740.05,9,1412.4222,7,1473.3143,12,1489.525,22,1439.45,14,2167.9286,15,1395.1167,15,1627.5487,14,1612.1,44,1543.395,15,1482.9733,15,1556.2467,27,1582.6259,23,1853.487,8,1612.41,14,1494.6143,14,1494.6143,10,1471.92,14,1621.8143,14,1524.6786,12,1668.0917,4,1349.475,1,1799,8,1533.75,8,1979.8625,1,1374.7,2,1824.2,1,1882,2,2754.7,6,1445.2333,2,1556.1,3,1361.2,6,1400.8167,4,1353.625,5,1454.58,7,1509.1714,5,1678.16,0, ,3,1779.2,1,1964.2,3,1950.2333,1,1607.7,0, ,2,1879.55,2,2176.7,5,1664,3,1866.8,6,1915.3,5,2365.4,10,1419.4,12,1456.1583,20,1507.0615,24,1573.6729,12,1780.2667,38,1684.1553,7,1605.9522,7,1662.9704,8,1379.9043,7,1663.0938,1500.66665,1381.00835,1404.1025,1593.6657,.950399492489711,.890383733359333,1,.88889
Y10,58,1,F,1,.81081,.6875,.58333,.66667,.75,.70833,.72222,.87,.8,.88,.96,.84,.89333,.58824,.46667,.92593,.81481,.57143,.66667,1,.75,.4,1,.8,.77778,.6,.77778,.33333,1,1905.2789,17,2423.7235,54,1742.0648,4,2231.275,5,2577,4,2816.7,10,1632.128,13,2482.9385,11,1831.3636,14,1602.2529,14,2068.9286,15,1501.9973,43,1719.2209,10,2761.39,7,1941.3429,25,1728.4996,22,1681.905,7,1979.5857,13,2050.4623,13,2050.4623,6,2038,11,2418.1636,11,1597.3255,10,1844.91,4,2950.25,0, ,8,1724.4763,8,1455.7588,0, ,2,2214.2,1,1059.2,1,1171.9,2,1791.7,2,2888.8,3,2421.3333,5,2269.54,2,2769.3,3,1859.2,7,1304.2971,5,1811.46,0, ,2,2248.35,1,1380.6,2,2488.9,0, ,0, ,2,1450.95,2,1907.1,2,2248.35,2,2214.2,5,1787.78,4,1591.675,6,2317.3333,7,2624.8857,19,1841.7253,24,1622.2383,13,1654.8877,34,1726.4959,3,3059.891,1,2352,7,2632.414,1,2352,2340.25,2345.43665,2314.25,1557.87855,.950399492489711,.890383733359333,1,.77778
Y11,53,1,M,2,.78378,.75,.58333,.66667,.91667,.875,.80556,.8,.72,.96,.76,.76,.82667,.82353,.46667,.81481,.7037,.85714,.66667,1,.58333,1,.77778,.6,.66667,.6,.77778,.33333,.75,1697.4964,21,1970.4662,49,1580.5094,4,2404.925,6,1833.1,6,1721.4,12,1804.3742,17,1868.2406,11,1570.8555,15,1884.98,10,1250.105,13,1491.5231,38,1583.3039,14,1892.8786,7,2125.6414,22,1643.7155,19,1516.0905,8,1559.6875,15,1798.9267,15,1798.9267,5,2068.12,9,1846.8933,12,1588.0083,10,1329.119,5,1893.64,1,3156.4,8,1803.925,6,1725.55,1,1696.7,1,3253.4,1,1387.6,1,916.41,2,2706.75,2,1842.95,2,1800.25,5,1636.828,4,1744.975,3,1018.73,5,1277.76,6,1478.6,0, ,1,2528.5,1,1326.6,1,2223.5,1,2141.1,0, ,2,1773.15,1,1363.4,3,2122.1,1,3253.4,4,1789.35,3,1202.1367,7,1696.3557,10,1988.56,15,1314.7167,23,1758.4696,8,1814.9125,33,1528.7321,8,1916.3296,2,2727.45,6,1865.259,2,2727.45,2274.85,1718.539,1381.8525,1378.18,.950399492489711,.890383733359333,1,.88889
